timestamp,http_requests_total,cpu_usage,memory_usage,disk_io,network_bytes
2024-01-01 00:00:00,2.4424310625272767,16.31396498797805,2.623092473565811,3,27.780185472141024
2024-01-01 01:00:00,3.6236813751278985,20.610062210275135,2.3354884708133787,8,42.74461611847064
2024-01-01 02:00:00,3.3558656678898924,36.89408255647862,11.74810838910413,3,73.75558537743609
2024-01-01 03:00:00,0.0,62.31963707634949,4.734871809074636,6,27.139174954230143
2024-01-01 04:00:00,5.822125540846256,78.57735375449137,3.4301184250856274,5,6.0048832367938685
2024-01-01 05:00:00,13.699526351339175,90.64970889123047,0.9973837162315086,2,30.817738950630883
2024-01-01 06:00:00,16.361581122214357,40.97612467395419,1.605495343896606,10,32.296204446468614
2024-01-01 07:00:00,9.060633455888334,29.091998871966332,0.8593342504540998,7,13.558752271667037
2024-01-01 08:00:00,14.679500004865805,66.86986262340919,4.146626458802364,2,36.2777177616627
2024-01-01 09:00:00,6.675450399855091,45.66075701873628,0.6782608193074573,3,21.02529694250318
2024-01-01 10:00:00,37.87626973721362,45.841539403310314,2.834428572295741,2,32.05426714732373
2024-01-01 11:00:00,0.996279533431178,38.22521069590456,2.321704359882606,4,9.068110519395127
2024-01-01 12:00:00,10.2964735771025,34.237679653212744,3.504358095929356,7,42.4698779952011
2024-01-01 13:00:00,4.280192162884321,61.77190330641535,4.540009634437074,8,211.0470523345759
2024-01-01 14:00:00,60.26858600314769,70.67768919366216,9.423545285336496,5,4.112067672547313
2024-01-01 15:00:00,4.254987340256064,54.04375731787142,6.286112115298469,5,1.3018907399603117
2024-01-01 16:00:00,23.031872264267975,43.59013701070178,1.0063674190210874,7,30.76913228983706
2024-01-01 17:00:00,15.942106722210973,37.6737480538098,3.5466398247804807,4,8.175175778185384
2024-01-01 18:00:00,16.64585469911255,60.629435463490246,,5,26.26430067270063
2024-01-01 19:00:00,6.635228738104752,38.79057126065806,3.4580070914253933,4,18.80917120840385
2024-01-01 20:00:00,0.25646011404650326,70.60701625664083,21.911103302883642,3,7.188296094648283
2024-01-01 21:00:00,10.641695229044439,52.72030972774097,3.708043911354287,5,20.77694068411117
2024-01-01 22:00:00,0.5359493746749804,24.173641605232163,3.6429036060044235,7,6.966344702147361
2024-01-01 23:00:00,2.2201161361830715,38.752443458092195,2.8431252969842116,7,82.17283022688238
2024-01-02 00:00:00,0.0,0.0,1.0786215856272685,6,115.00609292167321
2024-01-02 01:00:00,32.1316216052685,63.4908988413142,6.678979979801566,12,10.316567113592047
2024-01-02 02:00:00,11.270772402323438,39.51911589358609,0.9690032967815909,3,29.027982186787636
2024-01-02 03:00:00,26.360815133760983,35.30915064480569,1.643133945695509,5,3.8936491471777073
2024-01-02 04:00:00,3.826958155075557,40.286235689281675,7.658448191466776,3,41.033096683085695
2024-01-02 05:00:00,18.70689817453715,63.892375105271704,2.3114630432557988,2,53.57431967682619
2024-01-02 06:00:00,10.341283964826749,0.0,0.9650778149602426,6,2.1572319727338027
2024-01-02 07:00:00,16.560471464938455,87.44582314615168,2.6717729030330575,3,70.89966023980799
2024-01-02 08:00:00,16.65550228742354,37.474238593639015,1.9882059790025368,5,20.53406250123736
2024-01-02 09:00:00,4.7775764376912075,48.83093179754246,1.475527965418332,7,24.730713835831445
2024-01-02 10:00:00,3.3794790512516206,80.20843614595496,2.738082639393794,4,77.97231183338721
2024-01-02 11:00:00,30.506567524383883,57.07789026196951,0.9793024101289113,5,4.721106891664837
2024-01-02 12:00:00,4.6099545304010086,56.11530459913978,4.578189341641992,4,12.031951220474584
2024-01-02 13:00:00,17.29086164556684,44.31390290860605,2.2635505088157597,7,7.773919931905827
2024-01-02 14:00:00,4.269522872217478,26.930870939846212,6.383772855437742,12,34.64842529723965
2024-01-02 15:00:00,0.5112977881701197,85.78006932764092,8.611369860954595,4,39.500207678613876
2024-01-02 16:00:00,11.917553790791404,53.82222618140798,1.074575492012645,10,11.239053144614779
2024-01-02 17:00:00,14.682096170156901,41.193878691077764,1.213677462383287,7,29.4072865024567
2024-01-02 18:00:00,11.31588971231061,40.3912868256171,4.214099827015375,2,22.487706459935968
2024-01-02 19:00:00,4.045686473807786,0.0,2.5363683948895024,7,22.30999579458837
2024-01-02 20:00:00,10.475419350184836,40.69915948602034,2.2699740454371127,5,27.627796843551362
2024-01-02 21:00:00,20.06202527003186,47.62020400484153,2.5846758778442505,4,7.259904787976642
2024-01-02 22:00:00,1.7851196203967301,60.66627882418677,3.7650158646794107,7,65.12462551967955
2024-01-02 23:00:00,22.861193176159794,34.91727342261117,4.118975706981439,3,72.27763341700948
2024-01-03 00:00:00,6.037215802471284,34.15486236932044,5.111766908685808,4,6.792180195431531
2024-01-03 01:00:00,26.70564909570283,56.89156994161533,5.218342091530891,2,3.3123680397753725
2024-01-03 02:00:00,1.7775566834158065,86.51013725441261,5.3334096262276605,3,40.63215961973928
2024-01-03 03:00:00,8.051212363711908,43.430847169911594,0.6127630375218905,7,33.20231192662291
2024-01-03 04:00:00,1.6414504543581079,14.65491932570444,3.328582008448627,4,24.52019456547998
2024-01-03 05:00:00,15.072755694515187,54.09638102038106,6.707118103982546,2,19.358805001488708
2024-01-03 06:00:00,7.605609406934526,56.91517010059363,3.22032696322262,3,109.44918654562926
2024-01-03 07:00:00,0.4431757011349325,39.30156071509469,2.636938396100984,4,27.063401862560585
2024-01-03 08:00:00,0.5933158070847471,3.9137565908995064,4.64202744906804,4,32.0737684163223
2024-01-03 09:00:00,4.279725745689534,94.10913698738543,5.621447152042441,9,4.570009813116813
2024-01-03 10:00:00,0.4486449339225898,55.68323125764623,8.915635319013186,11,10.793706397084954
2024-01-03 11:00:00,43.19098110342529,27.950407314311928,4.145952084363054,7,12.843328713551571
2024-01-03 12:00:00,6.9471212626695955,23.599350533606422,8.886338121994182,7,39.27606306945325
2024-01-03 13:00:00,4.944009648077319,51.183187055467656,0.8904399214928324,3,4.818172334760875
2024-01-03 14:00:00,1.1221703540592287,40.11680762486669,2.266952237178356,5,12.546295811044104
2024-01-03 15:00:00,4.751640922179742,12.67551926351761,4.267314029427162,6,40.61318164302382
2024-01-03 16:00:00,2.692621353893403,32.66068976373277,2.883194746697884,3,23.45939291817479
2024-01-03 17:00:00,14.31643408979677,26.000086685448483,2.003015552118352,9,12.7147414899885
2024-01-03 18:00:00,0.4520167292897038,13.369014673581114,3.2032120698955384,2,5.657400576807369
2024-01-03 19:00:00,2.1469007793713812,31.07428967375548,2.548195711439884,5,25.902702085254838
2024-01-03 20:00:00,0.0,56.87956208708622,2.79350350053748,2,8.269857367715854
2024-01-03 21:00:00,1.0245443212434764,48.8271422875751,4.167826309408735,2,11.301933381488128
